=======================================================
ALL-GRID MATHEMATICAL PATTERN REPORT
Target Character: 'A'
Total File Size: 243496 characters
Grid Dimensions: 100 cols x 2435 rows
=======================================================

Row 0001 [Slots      0..    99] | Count: 25 | Type: IRREGULAR_CLUSTER  | Formula: Start #5, Deltas: 1.8.2.2.1.1...
Row 1298 [Slots 129700..129799] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1299 [Slots 129800..129899] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1300 [Slots 129900..129999] | Count:  4 | Type: IRREGULAR_CLUSTER  | Formula: Start #129909, Deltas: 77.10.1
Row 1301 [Slots 130000..130099] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #130019, Deltas: 40.22
Row 1302 [Slots 130100..130199] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 130144 + (28 * k) [k=0..1]
Row 1303 [Slots 130200..130299] | Count:  1 | Type: SINGLE             | Formula: Slot #130275 (Offset +75)
Row 1304 [Slots 130300..130399] | Count:  4 | Type: IRREGULAR_CLUSTER  | Formula: Start #130324, Deltas: 23.1.12
Row 1305 [Slots 130400..130499] | Count:  1 | Type: SINGLE             | Formula: Slot #130418 (Offset +18)
Row 1306 [Slots 130500..130599] | Count:  1 | Type: SINGLE             | Formula: Slot #130553 (Offset +53)
Row 1307 [Slots 130600..130699] | Count:  1 | Type: SINGLE             | Formula: Slot #130625 (Offset +25)
Row 1308 [Slots 130700..130799] | Count:  1 | Type: SINGLE             | Formula: Slot #130727 (Offset +27)
Row 1309 [Slots 130800..130899] | Count:  1 | Type: SINGLE             | Formula: Slot #130886 (Offset +86)
Row 1310 [Slots 130900..130999] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #130926, Deltas: 60.5
Row 1311 [Slots 131000..131099] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1312 [Slots 131100..131199] | Count:  1 | Type: SINGLE             | Formula: Slot #131131 (Offset +31)
Row 1313 [Slots 131200..131299] | Count:  1 | Type: SINGLE             | Formula: Slot #131298 (Offset +98)
Row 1314 [Slots 131300..131399] | Count:  1 | Type: SINGLE             | Formula: Slot #131325 (Offset +25)
Row 1315 [Slots 131400..131499] | Count:  1 | Type: SINGLE             | Formula: Slot #131472 (Offset +72)
Row 1316 [Slots 131500..131599] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1317 [Slots 131600..131699] | Count:  1 | Type: SINGLE             | Formula: Slot #131679 (Offset +79)
Row 1318 [Slots 131700..131799] | Count:  1 | Type: SINGLE             | Formula: Slot #131724 (Offset +24)
Row 1319 [Slots 131800..131899] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 131849 + (4 * k) [k=0..1]
Row 1320 [Slots 131900..131999] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 131974 + (11 * k) [k=0..1]
Row 1321 [Slots 132000..132099] | Count:  1 | Type: SINGLE             | Formula: Slot #132016 (Offset +16)
Row 1322 [Slots 132100..132199] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1323 [Slots 132200..132299] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1324 [Slots 132300..132399] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1325 [Slots 132400..132499] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 132428 + (18 * k) [k=0..1]
Row 1326 [Slots 132500..132599] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1327 [Slots 132600..132699] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 132609 + (69 * k) [k=0..1]
Row 1328 [Slots 132700..132799] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #132734, Deltas: 16.30
Row 1329 [Slots 132800..132899] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1330 [Slots 132900..132999] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1331 [Slots 133000..133099] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1332 [Slots 133100..133199] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1333 [Slots 133200..133299] | Count:  1 | Type: SINGLE             | Formula: Slot #133285 (Offset +85)
Row 1334 [Slots 133300..133399] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1335 [Slots 133400..133499] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 133435 + (61 * k) [k=0..1]
Row 1336 [Slots 133500..133599] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1337 [Slots 133600..133699] | Count:  4 | Type: IRREGULAR_CLUSTER  | Formula: Start #133618, Deltas: 25.1.55
Row 1338 [Slots 133700..133799] | Count:  1 | Type: SINGLE             | Formula: Slot #133789 (Offset +89)
Row 1339 [Slots 133800..133899] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 133820 + (15 * k) [k=0..1]
Row 1340 [Slots 133900..133999] | Count:  1 | Type: SINGLE             | Formula: Slot #133929 (Offset +29)
Row 1341 [Slots 134000..134099] | Count:  1 | Type: SINGLE             | Formula: Slot #134073 (Offset +73)
Row 1342 [Slots 134100..134199] | Count:  1 | Type: SINGLE             | Formula: Slot #134138 (Offset +38)
Row 1343 [Slots 134200..134299] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 134238 + (5 * k) [k=0..1]
Row 1344 [Slots 134300..134399] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 134379 + (16 * k) [k=0..1]
Row 1345 [Slots 134400..134499] | Count:  1 | Type: SINGLE             | Formula: Slot #134485 (Offset +85)
Row 1346 [Slots 134500..134599] | Count:  1 | Type: SINGLE             | Formula: Slot #134561 (Offset +61)
Row 1347 [Slots 134600..134699] | Count:  1 | Type: SINGLE             | Formula: Slot #134660 (Offset +60)
Row 1348 [Slots 134700..134799] | Count:  1 | Type: SINGLE             | Formula: Slot #134764 (Offset +64)
Row 1349 [Slots 134800..134899] | Count:  1 | Type: SINGLE             | Formula: Slot #134870 (Offset +70)
Row 1350 [Slots 134900..134999] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1351 [Slots 135000..135099] | Count:  1 | Type: SINGLE             | Formula: Slot #135057 (Offset +57)
Row 1352 [Slots 135100..135199] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1353 [Slots 135200..135299] | Count:  1 | Type: SINGLE             | Formula: Slot #135276 (Offset +76)
Row 1354 [Slots 135300..135399] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 135310 + (8 * k) [k=0..1]
Row 1355 [Slots 135400..135499] | Count:  1 | Type: SINGLE             | Formula: Slot #135410 (Offset +10)
Row 1356 [Slots 135500..135599] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1357 [Slots 135600..135699] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 135602 + (36 * k) [k=0..1]
Row 1358 [Slots 135700..135799] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #135712, Deltas: 16.55
Row 1359 [Slots 135800..135899] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #135823, Deltas: 11.32
Row 1360 [Slots 135900..135999] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 135913 + (25 * k) [k=0..1]
Row 1361 [Slots 136000..136099] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1362 [Slots 136100..136199] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1363 [Slots 136200..136299] | Count:  1 | Type: SINGLE             | Formula: Slot #136243 (Offset +43)
Row 1364 [Slots 136300..136399] | Count:  1 | Type: SINGLE             | Formula: Slot #136396 (Offset +96)
Row 1365 [Slots 136400..136499] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 136444 + (34 * k) [k=0..1]
Row 1366 [Slots 136500..136599] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 136513 + (51 * k) [k=0..1]
Row 1367 [Slots 136600..136699] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1368 [Slots 136700..136799] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1369 [Slots 136800..136899] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1370 [Slots 136900..136999] | Count:  4 | Type: IRREGULAR_CLUSTER  | Formula: Start #136928, Deltas: 36.12.7
Row 1371 [Slots 137000..137099] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 137009 + (15 * k) [k=0..1]
Row 1372 [Slots 137100..137199] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1373 [Slots 137200..137299] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 137241 + (17 * k) [k=0..1]
Row 1374 [Slots 137300..137399] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 137325 + (11 * k) [k=0..1]
Row 1375 [Slots 137400..137499] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1376 [Slots 137500..137599] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1377 [Slots 137600..137699] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1378 [Slots 137700..137799] | Count:  1 | Type: SINGLE             | Formula: Slot #137784 (Offset +84)
Row 1379 [Slots 137800..137899] | Count:  1 | Type: SINGLE             | Formula: Slot #137863 (Offset +63)
Row 1380 [Slots 137900..137999] | Count:  1 | Type: SINGLE             | Formula: Slot #137953 (Offset +53)
Row 1381 [Slots 138000..138099] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1382 [Slots 138100..138199] | Count:  1 | Type: SINGLE             | Formula: Slot #138180 (Offset +80)
Row 1383 [Slots 138200..138299] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1384 [Slots 138300..138399] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 138310 + (80 * k) [k=0..1]
Row 1385 [Slots 138400..138499] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1386 [Slots 138500..138599] | Count:  4 | Type: IRREGULAR_CLUSTER  | Formula: Start #138508, Deltas: 17.56.15
Row 1387 [Slots 138600..138699] | Count:  1 | Type: SINGLE             | Formula: Slot #138657 (Offset +57)
Row 1388 [Slots 138700..138799] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 138738 + (37 * k) [k=0..1]
Row 1389 [Slots 138800..138899] | Count:  1 | Type: SINGLE             | Formula: Slot #138806 (Offset +6)
Row 1390 [Slots 138900..138999] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 138923 + (68 * k) [k=0..1]
Row 1391 [Slots 139000..139099] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1392 [Slots 139100..139199] | Count:  1 | Type: SINGLE             | Formula: Slot #139169 (Offset +69)
Row 1393 [Slots 139200..139299] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1394 [Slots 139300..139399] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1395 [Slots 139400..139499] | Count:  1 | Type: SINGLE             | Formula: Slot #139489 (Offset +89)
Row 1396 [Slots 139500..139599] | Count:  4 | Type: IRREGULAR_CLUSTER  | Formula: Start #139519, Deltas: 12.14.27
Row 1397 [Slots 139600..139699] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #139605, Deltas: 43.16
Row 1398 [Slots 139700..139799] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #139724, Deltas: 29.5
Row 1399 [Slots 139800..139899] | Count:  1 | Type: SINGLE             | Formula: Slot #139869 (Offset +69)
Row 1400 [Slots 139900..139999] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #139910, Deltas: 13.40
Row 1401 [Slots 140000..140099] | Count:  1 | Type: SINGLE             | Formula: Slot #140008 (Offset +8)
Row 1402 [Slots 140100..140199] | Count:  1 | Type: SINGLE             | Formula: Slot #140169 (Offset +69)
Row 1403 [Slots 140200..140299] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #140211, Deltas: 41.14
Row 1404 [Slots 140300..140399] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 140321 + (12 * k) [k=0..1]
Row 1405 [Slots 140400..140499] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1406 [Slots 140500..140599] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 140528 + (61 * k) [k=0..1]
Row 1407 [Slots 140600..140699] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #140601, Deltas: 19.58
Row 1408 [Slots 140700..140799] | Count:  4 | Type: IRREGULAR_CLUSTER  | Formula: Start #140705, Deltas: 56.31.2
Row 1409 [Slots 140800..140899] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 140864 + (22 * k) [k=0..1]
Row 1410 [Slots 140900..140999] | Count:  4 | Type: IRREGULAR_CLUSTER  | Formula: Start #140902, Deltas: 6.36.11
Row 1411 [Slots 141000..141099] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #141002, Deltas: 26.36
Row 1412 [Slots 141100..141199] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #141106, Deltas: 43.3
Row 1413 [Slots 141200..141299] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 141214 + (69 * k) [k=0..1]
Row 1414 [Slots 141300..141399] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1415 [Slots 141400..141499] | Count:  1 | Type: SINGLE             | Formula: Slot #141486 (Offset +86)
Row 1416 [Slots 141500..141599] | Count:  1 | Type: SINGLE             | Formula: Slot #141535 (Offset +35)
Row 1417 [Slots 141600..141699] | Count:  1 | Type: SINGLE             | Formula: Slot #141613 (Offset +13)
Row 1418 [Slots 141700..141799] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #141735, Deltas: 29.20
Row 1419 [Slots 141800..141899] | Count:  1 | Type: SINGLE             | Formula: Slot #141864 (Offset +64)
Row 1420 [Slots 141900..141999] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 141914 + (25 * k) [k=0..1]
Row 1421 [Slots 142000..142099] | Count:  1 | Type: SINGLE             | Formula: Slot #142074 (Offset +74)
Row 1422 [Slots 142100..142199] | Count:  1 | Type: SINGLE             | Formula: Slot #142199 (Offset +99)
Row 1423 [Slots 142200..142299] | Count:  1 | Type: SINGLE             | Formula: Slot #142272 (Offset +72)
Row 1424 [Slots 142300..142399] | Count:  1 | Type: SINGLE             | Formula: Slot #142381 (Offset +81)
Row 1425 [Slots 142400..142499] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 142407 + (50 * k) [k=0..1]
Row 1426 [Slots 142500..142599] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #142504, Deltas: 50.43
Row 1427 [Slots 142600..142699] | Count:  1 | Type: SINGLE             | Formula: Slot #142644 (Offset +44)
Row 1428 [Slots 142700..142799] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #142726, Deltas: 56.15
Row 1429 [Slots 142800..142899] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #142849, Deltas: 12.35
Row 1430 [Slots 142900..142999] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1431 [Slots 143000..143099] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 143003 + (82 * k) [k=0..1]
Row 1432 [Slots 143100..143199] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 143157 + (41 * k) [k=0..1]
Row 1433 [Slots 143200..143299] | Count:  1 | Type: SINGLE             | Formula: Slot #143287 (Offset +87)
Row 1434 [Slots 143300..143399] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 143301 + (43 * k) [k=0..1]
Row 1435 [Slots 143400..143499] | Count:  1 | Type: SINGLE             | Formula: Slot #143433 (Offset +33)
Row 1436 [Slots 143500..143599] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1437 [Slots 143600..143699] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1438 [Slots 143700..143799] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1439 [Slots 143800..143899] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1440 [Slots 143900..143999] | Count:  6 | Type: IRREGULAR_CLUSTER  | Formula: Start #143909, Deltas: 5.15.37.12.5
Row 1441 [Slots 144000..144099] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 144035 + (21 * k) [k=0..1]
Row 1442 [Slots 144100..144199] | Count:  1 | Type: SINGLE             | Formula: Slot #144109 (Offset +9)
Row 1443 [Slots 144200..144299] | Count:  1 | Type: SINGLE             | Formula: Slot #144230 (Offset +30)
Row 1444 [Slots 144300..144399] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1445 [Slots 144400..144499] | Count:  1 | Type: SINGLE             | Formula: Slot #144424 (Offset +24)
Row 1446 [Slots 144500..144599] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1447 [Slots 144600..144699] | Count:  1 | Type: SINGLE             | Formula: Slot #144688 (Offset +88)
Row 1448 [Slots 144700..144799] | Count:  1 | Type: SINGLE             | Formula: Slot #144763 (Offset +63)
Row 1449 [Slots 144800..144899] | Count:  1 | Type: SINGLE             | Formula: Slot #144823 (Offset +23)
Row 1450 [Slots 144900..144999] | Count:  1 | Type: SINGLE             | Formula: Slot #144915 (Offset +15)
Row 1451 [Slots 145000..145099] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1452 [Slots 145100..145199] | Count:  1 | Type: SINGLE             | Formula: Slot #145184 (Offset +84)
Row 1453 [Slots 145200..145299] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #145204, Deltas: 7.52
Row 1454 [Slots 145300..145399] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1455 [Slots 145400..145499] | Count:  1 | Type: SINGLE             | Formula: Slot #145444 (Offset +44)
Row 1456 [Slots 145500..145599] | Count:  1 | Type: SINGLE             | Formula: Slot #145560 (Offset +60)
Row 1457 [Slots 145600..145699] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 145643 + (9 * k) [k=0..1]
Row 1458 [Slots 145700..145799] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 145729 + (49 * k) [k=0..1]
Row 1459 [Slots 145800..145899] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #145808, Deltas: 18.28
Row 1460 [Slots 145900..145999] | Count:  3 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 145906 + (37 * k) [k=0..2]
Row 1461 [Slots 146000..146099] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1462 [Slots 146100..146199] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1463 [Slots 146200..146299] | Count:  1 | Type: SINGLE             | Formula: Slot #146244 (Offset +44)
Row 1464 [Slots 146300..146399] | Count:  1 | Type: SINGLE             | Formula: Slot #146380 (Offset +80)
Row 1465 [Slots 146400..146499] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #146424, Deltas: 21.53
Row 1466 [Slots 146500..146599] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1467 [Slots 146600..146699] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 146605 + (36 * k) [k=0..1]
Row 1468 [Slots 146700..146799] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 146732 + (10 * k) [k=0..1]
Row 1469 [Slots 146800..146899] | Count:  1 | Type: SINGLE             | Formula: Slot #146864 (Offset +64)
Row 1470 [Slots 146900..146999] | Count:  1 | Type: SINGLE             | Formula: Slot #146912 (Offset +12)
Row 1471 [Slots 147000..147099] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1472 [Slots 147100..147199] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1473 [Slots 147200..147299] | Count:  1 | Type: SINGLE             | Formula: Slot #147269 (Offset +69)
Row 1474 [Slots 147300..147399] | Count:  1 | Type: SINGLE             | Formula: Slot #147395 (Offset +95)
Row 1475 [Slots 147400..147499] | Count:  1 | Type: SINGLE             | Formula: Slot #147458 (Offset +58)
Row 1476 [Slots 147500..147599] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #147529, Deltas: 14.56
Row 1477 [Slots 147600..147699] | Count:  1 | Type: SINGLE             | Formula: Slot #147603 (Offset +3)
Row 1478 [Slots 147700..147799] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1479 [Slots 147800..147899] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #147816, Deltas: 9.60
Row 1480 [Slots 147900..147999] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1481 [Slots 148000..148099] | Count:  2 | Type: SOLID_RUN          | Formula: Start #148031, Solid Run of 2 (AAAA...)
Row 1482 [Slots 148100..148199] | Count:  1 | Type: SINGLE             | Formula: Slot #148190 (Offset +90)
Row 1483 [Slots 148200..148299] | Count:  1 | Type: SINGLE             | Formula: Slot #148284 (Offset +84)
Row 1484 [Slots 148300..148399] | Count:  1 | Type: SINGLE             | Formula: Slot #148371 (Offset +71)
Row 1485 [Slots 148400..148499] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1486 [Slots 148500..148599] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 148535 + (20 * k) [k=0..1]
Row 1487 [Slots 148600..148699] | Count:  1 | Type: SINGLE             | Formula: Slot #148658 (Offset +58)
Row 1488 [Slots 148700..148799] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 148755 + (35 * k) [k=0..1]
Row 1489 [Slots 148800..148899] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1490 [Slots 148900..148999] | Count:  1 | Type: SINGLE             | Formula: Slot #148904 (Offset +4)
Row 1491 [Slots 149000..149099] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 149054 + (38 * k) [k=0..1]
Row 1492 [Slots 149100..149199] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1493 [Slots 149200..149299] | Count:  4 | Type: IRREGULAR_CLUSTER  | Formula: Start #149248, Deltas: 12.20.18
Row 1494 [Slots 149300..149399] | Count:  1 | Type: SINGLE             | Formula: Slot #149347 (Offset +47)
Row 1495 [Slots 149400..149499] | Count:  1 | Type: SINGLE             | Formula: Slot #149484 (Offset +84)
Row 1496 [Slots 149500..149599] | Count:  1 | Type: SINGLE             | Formula: Slot #149597 (Offset +97)
Row 1497 [Slots 149600..149699] | Count:  1 | Type: SINGLE             | Formula: Slot #149651 (Offset +51)
Row 1498 [Slots 149700..149799] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1499 [Slots 149800..149899] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 149815 + (12 * k) [k=0..1]
Row 1500 [Slots 149900..149999] | Count:  1 | Type: SINGLE             | Formula: Slot #149953 (Offset +53)
Row 1501 [Slots 150000..150099] | Count:  1 | Type: SINGLE             | Formula: Slot #150063 (Offset +63)
Row 1502 [Slots 150100..150199] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 150156 + (36 * k) [k=0..1]
Row 1503 [Slots 150200..150299] | Count:  1 | Type: SINGLE             | Formula: Slot #150262 (Offset +62)
Row 1504 [Slots 150300..150399] | Count:  1 | Type: SINGLE             | Formula: Slot #150398 (Offset +98)
Row 1505 [Slots 150400..150499] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1506 [Slots 150500..150599] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1507 [Slots 150600..150699] | Count:  1 | Type: SINGLE             | Formula: Slot #150620 (Offset +20)
Row 1508 [Slots 150700..150799] | Count:  1 | Type: SINGLE             | Formula: Slot #150782 (Offset +82)
Row 1509 [Slots 150800..150899] | Count:  1 | Type: SINGLE             | Formula: Slot #150847 (Offset +47)
Row 1510 [Slots 150900..150999] | Count:  1 | Type: SINGLE             | Formula: Slot #150934 (Offset +34)
Row 1511 [Slots 151000..151099] | Count:  1 | Type: SINGLE             | Formula: Slot #151028 (Offset +28)
Row 1512 [Slots 151100..151199] | Count:  1 | Type: SINGLE             | Formula: Slot #151139 (Offset +39)
Row 1513 [Slots 151200..151299] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1514 [Slots 151300..151399] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #151330, Deltas: 25.17
Row 1515 [Slots 151400..151499] | Count:  1 | Type: SINGLE             | Formula: Slot #151467 (Offset +67)
Row 1516 [Slots 151500..151599] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1517 [Slots 151600..151699] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1518 [Slots 151700..151799] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1519 [Slots 151800..151899] | Count:  1 | Type: SINGLE             | Formula: Slot #151811 (Offset +11)
Row 1520 [Slots 151900..151999] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1521 [Slots 152000..152099] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1522 [Slots 152100..152199] | Count:  1 | Type: SINGLE             | Formula: Slot #152178 (Offset +78)
Row 1523 [Slots 152200..152299] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1524 [Slots 152300..152399] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1525 [Slots 152400..152499] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1526 [Slots 152500..152599] | Count:  1 | Type: SINGLE             | Formula: Slot #152569 (Offset +69)
Row 1527 [Slots 152600..152699] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #152630, Deltas: 10.18
Row 1528 [Slots 152700..152799] | Count:  1 | Type: SINGLE             | Formula: Slot #152760 (Offset +60)
Row 1529 [Slots 152800..152899] | Count:  1 | Type: SINGLE             | Formula: Slot #152810 (Offset +10)
Row 1530 [Slots 152900..152999] | Count:  4 | Type: IRREGULAR_CLUSTER  | Formula: Start #152903, Deltas: 28.10.27
Row 1531 [Slots 153000..153099] | Count:  1 | Type: SINGLE             | Formula: Slot #153055 (Offset +55)
Row 1532 [Slots 153100..153199] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 153173 + (23 * k) [k=0..1]
Row 1533 [Slots 153200..153299] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1534 [Slots 153300..153399] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1535 [Slots 153400..153499] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 153409 + (58 * k) [k=0..1]
Row 1536 [Slots 153500..153599] | Count:  4 | Type: IRREGULAR_CLUSTER  | Formula: Start #153536, Deltas: 15.6.11
Row 1537 [Slots 153600..153699] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 153632 + (29 * k) [k=0..1]
Row 1538 [Slots 153700..153799] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
